,original_text,paraphrase
1139,"GERMANY: ACHTUNG, UKRAINE!\n\nHEAVY WEAPONS INBOUND!\n","GERMANY: HALT, UKRAINE!

THE HEAVY ARTILLERY IS ON ITS WAY!"
1140,"GONNA TURN $20 INTO $450,000","IMMA TAKE THIS $20 BILL AND WHACK IT INTO A COOL $450,000"
1141,VLAD and ME,"""Vlad and I: A Tale of Two Peas in a Pod"""
1142,NAME ONE GOOD THING SHE HAS DONE AS HOUSE SPEAKER,Can you give an example of even a single decent thing she accomplished as House Speaker?
1143,Obama appointed to head the trade talks with UK.,"Obama be like: ""Trade talks with the UK? I got this."""
1144,WOULD YOU VOTE FOR TRUMP IF HE RAN AGAIN IN 2024?\n\n,"""Yo, another round of Trump-a-mania in 2024? Would you grab that ticket, fam?"""
1145,Things My Father Got Me,"""The Gift of Dad: A Collection of Memories and Moments"""
1146,"The tolerant left? No, they're on the other side of town.","""The left's tolerance? Nah, it's a right-hand turn at the next block."""
1147,"WHEN AL GORE WAS BORN THERE WERE 7,000 OF US\n\nTODAY ONLY 30,000 REMAIN","""WHEN AL GORE WAS A TINY BABY, THERE WERE LIKE 7,000 PEOPLE\n\nNOW THERE'S ONLY A SAD 30,000 LEFT, MAN"""
1148,TOMORROW\n\nAMERIGEDDON\n\nAMERIGEDDONTHEMOVIE.COM\n,"TOMORROW

AMERIGEDDON

(OR AMERICA-GEDDON'T?)

AMERIGEDDONTHEMOVIE.COM"
1149,When you're gaming online and your Ukraine friend\nloses connection:,When your online gaming buddy from Ukraine suddenly goes AFK:
1150,Mainstream Media\n\nJoe Biden's campaign,"*Big Media* 

*Sleepy Joe's Presidential Run*"
1151,BRICS,B-R-I-C-S: The Big Boys' Club!
1152,\Fake News\\n\n\Lugenpresse\\n\n\Lying Press\,"*Mainstream Media*

*Lügenpresse* 

*Fake News* 

*Biased and Manipulative* 

[Image - A newspaper with a question mark as its logo, the headline reads ""Who Controls the Press?""] 

The media, a tool to control the narrative and manipulate the masses. 

(Text in bold, all caps font) WAKE UP, SHEEPLE! 

(Regular text) Don't believe everything you read, the truth is hidden in plain sight. 

(Hashtag) #MediaLies #Propaganda #ControlTheNarrative"
1153,No one can be wrong as often as I am and still have a job\n\nWANNA BET,"""I'm the wrongest person at work, yet here I stand... they can't fire me!

...Or can they? Place your bets!"""
1154,FICTIONAL COUNTRY\n\nSOCIALISTS\n\nVENEZUELA\n\nRAINE\n\nUSSR\n\nNORTH KOREA\n\nEAST GERMANY\n\nCUBA\n\nCAMBODIA,"Fictional Country, But Okay...

Socialists, They Say?

- Venezuela
- Raine (Is that even a real place?)
- USSR (Union of Soviet Socialist Republics, get it right)
- North Korea
- East Germany
- Cuba Libre, baby!
- Cambodia, the Khmer Rouge cruise"
1155,UKRAINE\nMARCH 2022\n\nGEORGIA\nSEPTEMBER 2022,"UKRAINE
SPRING 2022

GEORGIA
AUTUMN 2022"
1156,So you're saying it's impossible to describe russia with a single photo? \nHold my beer.\n,"""Hold up, you think it's tough to capture Russia's essence in one pic? Watch this. \n\nBRB, grabbing a cold one first though."""
1157,I wouldn't mind visiting a detention facility.\n\nI'M WORKING ON IT.,"""Seeing the inside of a detention facility would be... interesting. 

BRB, MAKING IT HAPPEN."""
1158,Fantasizing about transgender Black Marxists being in control of the Democratic Party\n\nLeftists\nConservatives,"""Dreaming of trans Black Marxists leading the Democratic Party\n#Leftists #Conservatives"""
1159,I BET YOU CAN'T STOP THE MEDIA\n\nFROM GOING ON AND ON ABOUT COVID\n\nHOLD MY BEER,"I DARE YOU TO STOP THE 24-HOUR NEWS CYCLE

FROM BLABBING ON ABOUT COVID

WATCH ME DO IT WITH ONE HAND TIED BEHIND MY BACK"
1160,Trump Trolls from Olgino!,Drumpf's Dankest Olgino Trolls!
1161,Our current situation explained........,"Our sitch right now in a nutshell... We're like, ""Hey, we're open for biz!"" But then the big C hits and it's like, ""Surprise, betch! We're shutting you down!"" So now we're stuck in this loop of ""Are we open? Are we closed?"" and it's giving us major whiplash. Like, make up your mind, universe! But we're resilient AF, so we're just rolling with the punches and hoping for the best. #SmallBizStruggles #PandemicProbs #WhiplashCentral"
1162,SAY THE LINE RISHI!\n\nTHE PARTY OPPOSITE\n\nSUPPORTED CORBYN.,"RISHI, SAY IT!\n\nTHE OTHER SIDE\n\nBACKED CORBYN."
1163,DOE BIDEN,"""BIDEN, FIRST NAME JOE"""
1164,IMA KEEP IT REAL WITH U PRESIDENT XI\n\nFIRE WHEN READY,"""Mr. Xi, Ima Spit Some Truth, So Listen Up\n\nUnleash the Dragons When You're Good and Ready"""
1165,I DON'T ALWAYS TALK ABOUT HOW SMART I AM\n\nBUT WHEN I DO I SOUND LIKE A LOBOTOMY PATIENT,"I'M ACTUALLY VERY INTELLIGENT

IT'S JUST THAT WHEN I TRY TO TALK ABOUT IT, I SOUND LIKE A TODDLER DESCRIBING THEORY OF RELATIVITY"
1166,POSSIBLE FUTURES\nBASED ON POLICY POSITIONS,"POSSIBLE TIMELINES
BASED ON STANCE"
1167,I found the place where Donald Trump grows his hair!,I discovered the secret garden where Trump's hair is cultivated!
1168,Happy Father's Day!,Have a Pleased Papa's Day!
1169,SNACK TIME AT THE WHITE HOUSE,"""NOM NOM IN DA WHITE HOUSE"""
1170,NETFLIX\n\nA NETFLIX ORIGINAL SERIES\n\nELON,"NETFLIX

A NETFLIX ORIGINAL SERIES

*elon whispers:* netflix"
1171,Still My President.,My Commander-in-Chief Forever!
1172,It's August 14th and I'm still here\n,It's 08/14 and this meme is still relevant.
1173,Where the hell have you been?\nI've been waiting hours!\n\nSorry Guv. \nI misheard.\nThought you wanted SLOWER TAXIS for the rich!,"""Where in the blazin' blazes have you been?!
I've been waitin' like a king for hours, mate!

Oh, sorry, boss. My bad. 
Thought you wanted a chill, slow-mo taxi experience. 
You know, a leisurely ride for the fancy folks!"""
1174,ALWAYS TURNING HIS BACK\n\nON HIS COUNTRY,"""BETRAYAL AT ITS FINEST:
SELLING OUT HIS NATION,
ONE TURN AT A TIME."""
1175,TRUMP 2024\n\nFIRST FEMALE PRESIDENT,TRUMP 2024: THE FIRST FEMALE PRESIDENT
1176,AND HERE I WAS THINKING\n\nSHE DIDN'T CAST A SHADOW,"""I THOUGHT SHE WAS A FAKE\n\nTURNS OUT SHE'S THE REAL DEAL"""
1177,\Are you doing anything special for the Fourth of July?\\nMe:\n,"""Whatchu got planned for Independence Day?

Me:"""
1178,DONALD TRUMP IS SUCH A RACIST!\n\nHE'S THE ONLY WHITE GUY IN THE ROOM!,"""TRUMP IS A BIGOT, I TELL YA!\n\nHE STICKS OUT LIKE A SORE THUMB IN THAT ROOM FULL OF COLORFUL PEOPLE!"""
1179,3 DAYS\n\nAMERIGEDDON\n\nAMERIGEDDONTHEMOVIE.COM,"3 SLEEPS

UNTIL

AMERIGEDDON

GET READY FOR THE 'GEDDON

AMERIGEDDONTHEMOVIE.COM"
1180,LOOK AT ALL THIS FREEDOM\n\nTHAT IS LIMITED BY RULES AND RESTRICTIONS,"""SO MUCH FREEDOM\n\nBUT WHERE DO I EVEN START WITH ALL THESE LIMITS?"""
1181,To The Rothschilds\n\nTo The Motherland,"To the illuminati,

For the glory of the empire!"
1182,FBI'M WITH HER,"""She's got the Feds on speed dial, they're like 'We're here for you, ma'am'."""
1183,\Down the hall and to the left\,"""Take a right after the water cooler and it's just there, mate."""
1184,DO I STILL HAVE YOUR VOTE?\n,"""ARE YOU STILL #TEAM(INSERT NAME HERE)?"""
1185,PUTAN,P U T I N
1186,Stadiums are a great study of how little space people take up and how much space their cars need,"""Parking lots are a stark reminder of how little space humans occupy compared to their vehicles."""
1187,Russian Army in films & games\n\nRussian Army in real life,"Russian Army: Movies vs. Reality

**Movies:** Soldiers yell ""Ura!"" and bayonet charge.
**Reality:** Soldiers yell ""Where?!"" as they run from incoming bayonets."
1188,I WON\n,Victory is mine!
1189,\MY WORK HERE IS ALMOST DONE.\,"""My task nears its end, I can feel it."""
1190,can bone spurs keep you out of prison\n,Can bone spurs keep ya outta da clink?
1191,CẠN I ASK A DUMB QUESTION?\n\n\BETTER THAN ANYONE I KNOW!\\n,"""CAN I ASK SOMETHING SUPER OBVIOUS?\n\n\YOU'RE THE SMARTEST PERSON EVER!\\n"""
1192,NEW WORLD ORDER\n\nSOCIETY,"NEW ORDER OF THINGS

THE WAY WE LIVE NOW"
1193,LET THEM BUY ELECTRIC CARS\n\nPete Antoinette,"LET THE COMMONERS PURCHASE ELECTRIC STEEDS

--Sir Pete Antoinette, Esq."
1194,"I AM RUNNING IN 2020.\n\nIF I WERE YOU, I'D RUN NOW.\n","I'M DASHING IN 2020.

IF I WERE YOU, I'D SPRINT RIGHT THIS MOMENT."
1195,POLITICIANS\n\nBEFORE ELECTED\n\nAFTER ELECTED,"""POLITICIANS: The Transformation

FROM: Honest Citizen

TO: Corrupted Official"""
1196,Rachel McCubbin Appointed Chair of Kentucky for Congressional Term Limits,"Rachel McCubbin Slays, Becomes Chair of Kentucky for Congressional Term Limits."
1197,DO YOU TRUSTED?\n,"""R U TRUSTWORTHY?"""
1198,"\Russian, do you sleep at night?\\n\n<<We managed to kill more than 300 of your friends\nat night! Partisans do not sleep at night, they hunt\","""Comrade, do you sleep at night? 

We bagged ourselves a nice tally of over 300 of your buddies during the night! We partisans don't sleep—we hunt."""
1199,Democrat Border Security,Left-Leaning Fence Fortification
1200,OBAMA'S BIRTHDAY PARTY\n\nYOUR CHILD,"""LET'S CELEBRATE OUR HOMIE, BARACK'S B-DAY\n\nBRING YO KID"""
1201,ARE YOU PROUD OF US BEING YOUR FIRST FAMILY?,R U PROUD OF US 4 BEING YOUR #1 FAM?
1202,IF YOU IMPEACH THIS GUY...\n\nTHIS GUY BECOMES PRESIDENT...\n\nNOT THIS GUY.,"If this dude gets impeached...

Then we're stuck with this dude...

And we can't have this dude!"
1203,Select all images with tractors carrying tanks,"""Choose the pics: Tractors with tanks in tow, please and thank you."""
1204,PUTINS THREATENS TO USE HEAVIER EQUIPMENT IN UKRAINE\n\nTHE EQUIPMENT:,"PUTIN THREATENS TO PULL OUT HIS BIGGER TOYS IN UKRAINE

THE BIG BOY EQUIPMENT:"
1205,FOUR\nMORE\nYEARS\n\nWEEKS\n,"Four. More. Years.

Just... Weeks."
1206,PRESIDENT OF UKRAINE\nAgainst Russia \n\nPRIME MINISTER OF INDIA\nAgainst China,"**President of Ukraine:** Standing strong against the mighty Russian bear.

**Prime Minister of India:** Taking on the dragon next door."
1207,YOU MEAN THAT KAEPERNICK IS BEING BLACKBALLED\nFOR HIS BELIEFS?\n\nBOY THAT MUST BE TERRIBLE.,"""OH, SO KAEPERNICK'S BEING SHUT OUT BECAUSE OF HIS OPINIONS? 

WELL, THAT'S JUST AWFUL, ISN'T IT?"""
1208,Russia appointed a new head of intelligence.\nMajor General Elenor Muskilov,"Russia has a new spy master, Major General Elenor Muskilov. She's taking the reins and probably already reading your DMs."
1209,Russian soldiers when the Ukrainian commander says\n\Release the Chernobyl men\\n\nblyat,"Comrade, I rewrite for you: 

""Russian soldiers tremble as the mighty Ukrainian commander roars: 
' Blyat, free the Chernobyl captives!'"""
1210,RUSSIAN EMBASSY IN LISBON\n\nTHE RUSSIAN EMBASSADOR,"""Comrades, behold:

'The Lisbon Kremlin's Ambassador' 

A diplomatic meme, if you will."""
1211,REAL LIFE ACTION FIGURES\n\nREMOVABLE MASK\n\nFAUCI,"""LIFESIZE FAUCI FIGURINE

(MASK INCLUDED FOR 'PLANDemic' EDITION)

OWN A PIECE OF HISTORY"""
1212,Please keep your distance,"Stay back, I'm socially distancing!"
1213,"US Inflation Accelerated to 8.5% in March, Hitting Four Decade High","Sheesh, Uncle Sam's wallet is feeling the burn! US Inflation hits 8.5% in March, the highest in four decades. Uncle Sam be like: ""Ouch, my wallet!"""
1214,"WHEN DEMOCRATS ARE RUNNING ON RAISING TAXES, OPEN BORDERS, & FREE HEALTHCARE FOR ILLEGALS","""When Dems are like: 'Taxes, open borders, and free healthcare for all!' #LiberalAgenda #MemeMagic"""
1215,Millbrook\n\nKent and Medway Wheelchair Service Reception,"Millbrook, the one-stop shop for all your wheelchair needs in Kent and Medway. Come on in, we're here to roll!"
1216,EL PASO\n\nACTUAL BORDER CRISIS\n\nKAMALA HARRIS,"EL PASO: THE EPICENTER

REAL DEAL BORDER CRISIS

VP KAMALA HARRIS: TIME TO STEP UP!"
1217,You'll never look at candy corn the same way again...,You'll never be able to stomach candy corn the same ever again...
1218,THE\nEND,"And so, we reach...
THE\n
FINALE"
1219,Mainstream Media\n\nJoe Biden's campaign,*Breaking News*: Sleepy Joe's Campaign Trail...
1220,\Everybody has a plan until they get punched in the face\\n\nFalling at my job-bigtime!\n,"""They say you don't know what you're doing until something goes wrong.

And I just took an epic tumble at work, folks! A real doozy!"""
1221,\I stand for the flag and kneel for the cross!\\n\nMe:,"I kneel for the cross and stand for the flag!

Me:"
1222,Someone telling the truth,An honest bean spitting facts
1223,PRESIDENT TRUMP'S 1ST WEEK ON THE JOB.\nWHAT GRADE WOULD YOU GIVE HIM?\n\nA B C D F,"""TRUMP'S FIRST WEEK: REPORT CARD TIME!\n\nDID HE MAKE THE GRADE?\n\nA B C D F"""
1224,SPEAKS HIS MIND....\n\nBUT HIS MIND AIN'T RIGHT!\,"He says what he wants...

BUT HE WANTS THE WRONG THINGS!"
1225,DELIVERING HAPPY FATHERS DAY CARDS TO 10 DOWNING STREET.,"BRINGING THE ""HAPPY FATHER'S DAY"" VIBES TO NUMBER 10, DOWNING ST."
1226,REMEMBER!!! \nThis woman wants to be your president.,"REMEMBER, Y'ALL!!! \
This lady right here is tryna be your POTUS."
1227,"Just in time for Xmas, Pfizer football","Just in time for the holidays, Pfizer's got your six with their football-sized pills!"
1228,MISSING ME YET ??,"""Hey, just wondering... Are you missing this meme already??"""
1229,Biden Unveils Skin Color Chart To Determine Who Gets Federal Aid\n\nBIDEN'S OFFICIAL SKIN COLOR FEDERAL AID CHART\n(average aid according to skin tonne),"Biden's New Plan: Skin Deep

Unveiling a Controversial Chart:

""Federal Aid: The Skin Tone Determinant""

BIDEN'S CHART FOR AID DISBURSEMENT:

[Image: A satirical skin tone chart with aid amounts assigned to each tone, with a caption:]

""Skin Tone: The New Criteria for Federal Support"""
1230,HIMALAYAN MOUNTAIN,H3IM@L4Y4N M0UN7A1N
1231,"Russia spent $13,000,000 to make this hole in one of\nour roads in Dnipro yesterday.\n\nToday, all sorted.","Russia wasted $13 mil on a hole in Dnipro, and voila! It's all fixed now."
1232,IF I HAD A DOLLAR FOR EVERY IQ POINT IN THIS PICTURE\n\nI'd have to borrow $2.75 to buy a Happy Meal.,"If my IQ was a dollar higher, I could afford a Happy Meal with the change I'd get from this picture."
1233,How to Beat a Picture Enforced Traffic Ticket\n\nYou got in the Mail,"""Beating the System: Picture-Perfect Strategies for Traffic Ticket Vengeance (Mail Edition)"""
1234,Meanwhile in Belarus,"In the land of Belarus, untold mysteries and strange happenings unfold..."
1235,COMMUNISTS ON THE INTERNET?\nI BETTER TELL THEM HOW BAD STALIN\n,"""COMMIES ON THE WEB?\nTIME TO EDUCATE 'EM ON STALIN, MY FRIEND\n"""
1236,These babies get it,These infants understand the assignment.
1237,Middle Class Dog Meets\n\nThe One Percent Cat,"""Fancy Feline Meets the Canine Commoner"""
1238,DONALD TRUMP SEEN \SOCIALIZING\ WITH FAMOUS RUSSIAN SUBMARINE CAPTAIN!\n\nTHEY EVEN SEEM TO LIKE EACH OTHER!\n\nI WAS RIGHT!!\n\nTOLD YA SO!!\n\nHOW BOUT DAT!?,"""BREAKING: Donald Trump caught hanging out with famous Russian sub captain! These two are BFFs now, and I called it! I knew it! Told ya so! Bet you're feeling pretty 'sub'-par now, eh?!"""
1239,TRUMP SUPPORTERS IN THE MEDIA POLLS\n\nTRUMP SUPPORTERS,"""TRUMP TRAIN RIDERS: MEDIA POLL EDITION

THE TRUMP ARMY ASSEMBLES"""
1240,WHO WOULD WIN?\n\nCRYPT KEEPER \n\nCRYPT SPEAKER,"WHO WILL CLAIM VICTORY? 

THE GUARDIAN OF THE CRYPT 

OR 

THE ONE WHO WHISPERS FROM ITS DEPTHS?"
1241,PEOPLE WHO TRUST THE GOVERNMENT\n\nTHE GOVERNMENT,"""Those who trust the government\nThe fools."""
1242,Our patience is wearing thin.\n\nGovernment\n\nMedical Industry\n\nCorporate Media\n\nThe Unvaccinated\n,"Our patience is running out... 

Big Government, Big Pharma, Fake News Media, and Anti-Vaxxers: We're coming for you."
1243,"JANUARY 17\nFOLLOWING HURRICANE KATRINA\n\n43.7%\nFAVORABLE RATING\nSEPT. 8-18, 2005\n\nBEFORE TAKING OFFICE\n\n 40%\nFAVORABLE RATING\nJAN. 4-8, 2017\n\nSOURCE: GALLUP","JANUARY 17th, BABY

Right After That Whole Hurricane Katrina Fiasco: 

Almost Half! 
(43.7% to be exact) 
Sept. 8-18, 2005: The Good Old Days

Before He Even Started: 

A Whopping 40% 
Jan. 4-8, 2017: The Calm Before The Storm 

Source: Gallup, duh."
1244,HERES MY APOLOGY FOR BEING WHITE,"Here's my sincere APOLOGY for having a CAUCASIAN COMPLEXION: a heartfelt mea culpa for the pigment of my epidermis, a hue that has caused much distress and anguish."
1245,NAME SOMETHING YOU WON'T FIND AT THE BORDER,Name a thing that's missing from the border.
1246,"\Wait for it ... they're getting on the bus.\nWait for it ...\nWait for it ...\nWait for it ...\nOkay, NOW ... Send the letter!!\","""And...they're boarding the bus. 3, 2, 1...GO! Send the letter NOW!"""
1247,Ukraine is bombing itself ,"Russia: Ukraine is bombing itself 

The World: ... 

Russia: Yeah, they are doing that."
1248,"This! Morning coffee, walking the dogs and a cuddle.\nI remember when Donald and Melania... Oh wait, never mind.","""This! My morning routine: coffee, dog walking, and cuddles. Almost forgot about the time with Donald and Melania... Who am I kidding? Never happened."""
1249,GOVERN ME HARDER DADDY,"DOMINATE MY NATION, SIR!"
1250,KHARKIV OFFENSIVE\n\nRUSSIAN OFFICIALS MOVING TROOPS TO KHERSON,"Kharkiv Offensive: Russian Peeps Be Like 'Let's Go, Kherson'"
1251,June is almost here\n\nHere it comes!,"June is coming in hot!

Get ready for the ride!"
1252,We don't know them all but we owe them all.,"We may not know their names, but we owe them a world of gratitude."
